direction_idx,location_idx,factor,score,kl_divergence,passes_kl_threshold,component,attr,pos,layer
0,0,,0.15897435897435896,,True,,input,-1,8
1,0,,0.1564102564102564,,True,,input,-1,10
2,0,,0.15384615384615385,,True,,input,-1,12
3,0,,0.1564102564102564,,True,,input,-1,14
4,0,,0.1564102564102564,,True,,input,-1,16
5,0,,0.15384615384615385,,True,,input,-1,18
6,0,,0.1564102564102564,,True,,input,-1,20
7,0,,0.15897435897435896,,True,,input,-1,22
8,0,,0.16153846153846155,,True,,input,-1,24
